timestamp,site_id,actual_consumption,actual_pv,load_00,pv_00,battery_capacity_kwh,battery_power_kwh_per_interval,charge_efficiency,discharge_efficiency,battery_soc
2016-05-04T12:45:00+00:00,8,70.58825386092067,117.89503244100935,62.74908332356369,116.47204042776156,400.0,100.0,0.95,0.95,62
2016-05-04T13:00:00+00:00,8,66.59296251107007,118.19314283852991,58.27552580781415,116.55045054892236,400.0,100.0,0.95,0.95,62
2016-05-04T13:15:00+00:00,8,57.02876645214857,118.06303586934237,51.415090857612014,114.06830107262934,400.0,100.0,0.95,0.95,62
2016-05-04T13:30:00+00:00,8,52.279286293126646,117.76753499486205,48.41308088713152,111.51677504000406,400.0,100.0,0.95,0.95,62
2016-05-04T13:45:00+00:00,8,48.26490155570209,117.0102368937047,44.991582172884165,111.58614874092696,400.0,100.0,0.95,0.95,62
2016-05-04T14:00:00+00:00,8,45.951419427990906,116.19917378277407,43.88634972604,110.81782679304361,400.0,100.0,0.95,0.95,62
2016-05-04T14:15:00+00:00,8,42.97285096645355,114.80431903188756,41.63041337226491,110.16271466002267,400.0,100.0,0.95,0.95,62
2016-05-04T14:30:00+00:00,8,41.402419838495554,112.50036262005806,40.877423204056804,109.35577827799422,400.0,100.0,0.95,0.95,62
2016-05-04T14:45:00+00:00,8,52.86481684539467,110.0249917830316,53.03631291784776,106.67236893353721,400.0,100.0,0.95,0.95,62
2016-05-04T15:00:00+00:00,8,56.41300470288843,108.1290770543319,56.518856681098164,106.701388731736,400.0,100.0,0.95,0.95,62
2016-05-04T15:15:00+00:00,8,45.15745272804052,104.32626677446567,45.64617007359258,104.12940534341148,400.0,100.0,0.95,0.95,62
2016-05-04T15:30:00+00:00,8,40.86144052390008,101.19903897523314,42.864329922148684,102.16695300904418,400.0,100.0,0.95,0.95,62
2016-05-04T15:45:00+00:00,8,32.50649234466255,96.56648872001645,36.715330471028736,99.32540246502457,400.0,100.0,0.95,0.95,62
2016-05-04T16:00:00+00:00,8,65.46327041294425,92.42929977440177,71.0019663308033,82.41814233140056,400.0,100.0,0.95,0.95,62
2016-05-04T16:15:00+00:00,8,84.28298609834164,88.19271545301028,71.75895183617217,87.26888580294036,400.0,100.0,0.95,0.95,62
2016-05-04T16:30:00+00:00,8,87.31883472260088,82.71579674745578,79.00920948132479,84.48468326367443,400.0,100.0,0.95,0.95,62
2016-05-04T16:45:00+00:00,8,91.36345065701751,76.62822756262446,80.32684306695091,69.88038793165389,400.0,100.0,0.95,0.95,62
2016-05-04T17:00:00+00:00,8,68.77597315702587,70.18397412755672,56.852814346105845,59.20964787083719,400.0,100.0,0.95,0.95,62
2016-05-04T17:15:00+00:00,8,56.56256957221776,63.91322715369041,59.05924396959249,58.35789569618163,400.0,100.0,0.95,0.95,62
2016-05-04T17:30:00+00:00,8,53.53149429485202,56.80240624080166,50.79742361559031,56.02910512146235,400.0,100.0,0.95,0.95,62
2016-05-04T17:45:00+00:00,8,79.10231360327452,49.57611787764331,79.5467117245702,43.3067951357562,400.0,100.0,0.95,0.95,62
2016-05-04T18:00:00+00:00,8,87.80253387447446,42.14197406243074,82.66335847252876,31.410840960831806,400.0,100.0,0.95,0.95,62
2016-05-04T18:15:00+00:00,8,78.58838325440884,34.387119234491244,68.23742106531964,33.442743389320455,400.0,100.0,0.95,0.95,62
2016-05-04T18:30:00+00:00,8,74.80948363039643,26.739907231961524,68.00279920012734,19.923400860916885,400.0,100.0,0.95,0.95,62
2016-05-04T18:45:00+00:00,8,58.62624654583633,19.470444594089173,50.94817794251815,15.490072788277338,400.0,100.0,0.95,0.95,62
2016-05-04T19:00:00+00:00,8,49.99921759366989,12.897159789793275,46.495940601996836,3.371944304582009,400.0,100.0,0.95,0.95,62
2016-05-04T19:15:00+00:00,8,43.332443099096416,7.44328897863622,40.09830336035165,3.698358283315817,400.0,100.0,0.95,0.95,62
2016-05-04T19:30:00+00:00,8,40.22022092454136,3.6162559076440535,39.273733283893144,1.5350034057754167,400.0,100.0,0.95,0.95,62
2016-05-04T19:45:00+00:00,8,38.804128012806174,1.3823550674852816,29.033702409463864,-0.4745976880100614,400.0,100.0,0.95,0.95,62
2016-05-04T20:00:00+00:00,8,36.90751818045974,0.486418166293517,33.504441843596496,0.13189607245704635,400.0,100.0,0.95,0.95,62
2016-05-04T20:15:00+00:00,8,33.6043621301651,0.0,31.864755498452272,-0.02502730709692205,400.0,100.0,0.95,0.95,62
2016-05-04T20:30:00+00:00,8,33.67596233356743,0.0,31.967047684882868,-0.025008092013174957,400.0,100.0,0.95,0.95,62
2016-05-04T20:45:00+00:00,8,31.920961792394515,0.0,29.950347713558862,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T21:00:00+00:00,8,31.983015302009886,0.0,30.541720627621334,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T21:15:00+00:00,8,28.62257908899337,0.0,27.273193773423714,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T21:30:00+00:00,8,26.13566535748541,0.0,25.644258370452683,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T21:45:00+00:00,8,27.615402894467117,0.0,27.77304555299084,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T22:00:00+00:00,8,25.47376125492156,0.0,25.140634403531568,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T22:15:00+00:00,8,25.228729447722436,0.0,25.459474393620425,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T22:30:00+00:00,8,25.500810220651328,0.0,25.782757327088174,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T22:45:00+00:00,8,27.10147254560143,0.0,27.421229209016143,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T23:00:00+00:00,8,24.636834432929753,0.0,24.866579838378485,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T23:15:00+00:00,8,31.831859317049386,0.0,32.429852230404464,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T23:30:00+00:00,8,33.11907186266035,0.0,31.674715791223775,-0.023682109736961984,400.0,100.0,0.95,0.95,62
2016-05-04T23:45:00+00:00,8,34.423786680214114,0.0,32.91563359101436,-0.023682109736961984,400.0,100.0,0.95,0.95,62
